"DONE","ID","ISO","country","name_1","name_2","abbr_1","founded","website","Facebook","Twitter","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021"
1,10313,"KGZ","Kyrgyzstan","Coalition for Democracy and Civil Society","Коалиция за демократию и гражданское общество",NA,1998,"http://www.coalition.kg/","https://web.facebook.com/coalitionkg","https://twitter.com/coalition_kg","0","0",NA,NA,NA,"0",NA,NA,NA,NA,"1",NA,NA,NA,NA,"1",NA,"1",NA,"1","1","1",NA,NA,NA,"1",NA,"1",NA,NA,"1","1"
1,10314,"KGZ","Kyrgyzstan","Human Rights Center ""Citizens Against Corruption""","Правозащитный центр «Граждане против коррупции»","HRC CAC",1998,"http://birduino.kg/en/","https://web.facebook.com/%D0%9F%D1%80%D0%B0%D0%B2%D0%BE%D0%B7%D0%B0%D1%89%D0%B8%D1%82%D0%BD%D1%8B%D0%B9-%D1%86%D0%B5%D0%BD%D1%82%D1%80-%D0%93%D1%80%D0%B0%D0%B6%D0%B4%D0%B0%D0%BD%D0%B5-%D0%BF%D1%80%D0%BE%D1%82%D0%B8%D0%B2-%D0%BA%D0%BE%D1%80%D1%80%D1%83%D0%BF%D1%86%D0%B8%D0%B8-177302352290826/",NA,"0","0",NA,NA,NA,"0",NA,NA,NA,NA,"0",NA,NA,NA,NA,"0",NA,"1",NA,"1","DK","DK",NA,NA,NA,"1",NA,"1",NA,NA,"1","1"
1,10316,"LBN","Lebanon","Centre Libanais des Droits Humains","الجمعية اللبنانية لحقوق الإنسان","CLDH",2006,"http://www.rightsobserver.org/","https://www.facebook.com/cldh.ngo/","https://twitter.com/humanrightscldh",NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,"DK",NA,NA,NA
1,10318,"LBN","Lebanon","Lebanese Association for Democratic Elections","الجمعية اللبنانية من أجل ديمقراطية الإنتخابات","LADE",1995,"http://www.lade.org.lb/","https://www.facebook.com/LADE.Lebanon","https://twitter.com/ladeleb",NA,NA,"0",NA,NA,NA,"DK",NA,NA,NA,"DK",NA,NA,NA,NA,"1",NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
1,10319,"LBN","Lebanon","Lebanese Center for Transitional Justice","المركز اللبناني للعدالة الانتقالية",NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA
1,10321,"LSO","Lesotho","Lesotho Catholic Bishops’ Conference/Justice and Peace Commission",NA,NA,2012,"http://www.ccjp.org.ls/","https://www.facebook.com/ccjp.Lesotho1/",NA,NA,NA,NA,"0",NA,NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,NA,"0",NA,NA,NA,NA,"0",NA,NA,"1",NA,"1",NA,NA,NA,NA
1,10322,"LSO","Lesotho","Lesotho Council of Non-Governmental Organizations",NA,"LCN",1990,"www.lcn.org.ls","https://www.facebook.com/LesothoCouncilOfNGOs",NA,NA,NA,NA,"1",NA,NA,NA,NA,"1",NA,NA,NA,"1",NA,NA,NA,NA,"1",NA,NA,NA,NA,"1",NA,NA,"1",NA,"1",NA,NA,NA,NA
1,10327,"LBR","Liberia","Institute for Research and Democratic Development",NA,"IREDD",2000,"https://iredd-lr.org/","https://www.facebook.com/p/The-Institute-for-Research-and-Democratic-Development-100070634762330/?_rdr",NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
1,10329,"LBR","Liberia","National Youth Movement for Transparent Elections",NA,"NAYMOTE",2001,"http://naymote.com/","https://www.facebook.com/naymoteliberia","https://twitter.com/naymoteliberia",NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
1,10330,"LBR","Liberia","West Africa Network for Peacebuilding - Liberia",NA,"WANEP",1998,"http://www.wanep.org/","https://www.facebook.com/people/Wanep-Liberia/100008703270279","https://twitter.com/wanep_regional",NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
1,10331,"LBY","Libya","Libyan Association for Academics","الجمعية الليبية للآكاديميين",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,"0",NA,NA,NA,NA,NA,NA,NA
1,10332,"LBY","Libya","Libyan Organization for Workers' Rights and the Fight Against Corruption","المنظمة الليبية لحقوق العمال ومحاربة الفساد",NA,2012,NA,"https://www.facebook.com/work17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,"0",NA,NA,NA,NA,NA,NA,NA
1,10334,"LBY","Libya","New Birth Association","جمعية ميلاد جديد",NA,2011,NA,"https://www.facebook.com/JmytMyladJdydLlamalAlkhyryt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,"0",NA,NA,NA,NA,NA,NA,NA
1,10337,"MKD","Macedonia","Citizens Association for Development of Democratic Institutions","Граѓанската асоцијација МОСТ","MOST",2002,"http://most.org.mk/","https://www.facebook.com/MOST.Citizens.Association/","https://twitter.com/MOSTmk",NA,NA,NA,NA,"0",NA,NA,NA,"0","0",NA,NA,"1",NA,"1",NA,"1",NA,"1","1",NA,"1",NA,NA,"1",NA,"1",NA,NA,"1","1",NA
1,10340,"MDG","Madagascar","Comité National d'Observation des Elections","Komity Mpanaramaso ny Fifidianana","KMF/CNOE",1989,"http://www.kmfcnoe.mg/","https://www.facebook.com/kmfcnoe/",NA,NA,NA,"DK","DK",NA,NA,"DK",NA,"DK",NA,NA,"DK","DK",NA,NA,NA,"DK","DK",NA,NA,NA,NA,NA,"DK",NA,NA,NA,NA,"1","1",NA,NA
1,10341,"MWI","Malawi","Catholic Commision for Justice and Peace",NA,"CCJP",1992,"http://www.ccjp-lilongwe.org/","https://www.facebook.com/CCJP-Lilongwe-176322989215774/",NA,NA,NA,"0",NA,"1",NA,NA,NA,NA,"1",NA,NA,NA,NA,"1",NA,NA,NA,NA,"1",NA,NA,NA,NA,"1",NA,NA,NA,NA,"1","1",NA
1,10342,"MWI","Malawi","Centre for Human Rights and Rehabilitation",NA,"CHRR",1995,"http://www.chrrmw.org/","https://www.facebook.com/CHRR-124159594291918/timeline/","https://x.com/chrrmalawi?lang=en",NA,NA,"0",NA,"0",NA,NA,NA,NA,"1",NA,NA,NA,NA,"1",NA,NA,NA,NA,"1",NA,NA,NA,NA,"1",NA,NA,NA,NA,"1","1",NA
1,10346,"MWI","Malawi","Malawi Electoral Support Network",NA,"MESN",2003,"http://www.mesnmw.org/","https://www.facebook.com/@mesnmalawi/",NA,NA,NA,"0",NA,"0",NA,NA,NA,NA,"0",NA,NA,NA,NA,"1",NA,NA,NA,NA,"1",NA,NA,NA,NA,"1",NA,NA,NA,NA,"1","1",NA
1,10348,"MWI","Malawi","Pan-African Civic Educators Network",NA,"PACENET",2002,"https://www.pacenetmalawi.org/downloads/","https://www.facebook.com/pacenetmw/",NA,NA,NA,"0",NA,"0",NA,NA,NA,NA,"0",NA,NA,NA,NA,"1",NA,NA,NA,NA,"1",NA,NA,NA,NA,"1",NA,NA,NA,NA,"1","DK",NA
1,10349,"MWI","Malawi","Public Affairs Committee",NA,"PAC",1992,"http://www.pacmw.org/","https://www.facebook.com/PACMalawi/?_rdc=1&_rdr#","https://x.com/PACSecretariat",NA,NA,"1",NA,"1",NA,NA,NA,NA,"1",NA,NA,NA,NA,"1",NA,NA,NA,NA,"1",NA,NA,NA,NA,"1",NA,NA,NA,NA,"1","1",NA
1,10350,"MYS","Malaysia","Centre for Public Policy Studies",NA,"CPPS",1971,"http://www.cpps.org.my/","https://www.facebook.com/CentreforPublicPolicyStudies/","https://twitter.com/CPPSmy","DK",NA,NA,NA,NA,"DK",NA,NA,NA,"DK",NA,NA,NA,NA,"DK",NA,NA,NA,"1",NA,NA,NA,NA,"1",NA,NA,NA,NA,"1",NA,NA,NA
1,10351,"MYS","Malaysia","Coalition for Clean and Fair Elections",NA,"BERSIH",2006,"http://bersih.org/","https://www.facebook.com/Bersih4.0Malaysia","www.twitter.com/bersih2","0",NA,NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,NA,"0",NA,NA,NA,"1",NA,NA,NA,NA,"1",NA,NA,NA,NA,"1",NA,NA,NA
1,10353,"MYS","Malaysia","Malaysian Voters Union",NA,"MALVU",2004,"http://malvu.blogspot.com",NA,NA,"0",NA,NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,NA,"1",NA,NA,NA,"1",NA,NA,NA,NA,"0",NA,NA,NA,NA,"0",NA,NA,NA
1,10354,"MYS","Malaysia","National Institute for Electoral Integrity",NA,"NIEI",1999,"http://www.niei.org.my/","https://www.facebook.com/National-Institute-for-Democracy-and-Electoral-Integrity-NIEI-25710614675/",NA,"0",NA,NA,NA,NA,"0",NA,NA,NA,"DK",NA,NA,NA,NA,"DK",NA,NA,NA,"1",NA,NA,NA,NA,"0",NA,NA,NA,NA,"0",NA,NA,NA
1,10357,"MDV","Maldives","Transparency Maldives",NA,"TM",2007,"http://www.transparencymaldives.org/","https://www.facebook.com/TransparencyMV/","https://twitter.com/TransparencyMV?ref_src=twsrc^google|twcamp^serp|twgr^author",NA,NA,NA,"0","0",NA,NA,NA,"0","0",NA,NA,NA,"0",NA,"0",NA,NA,"1","1",NA,NA,NA,"1","1",NA,NA,NA,"1","1",NA,NA
1,10358,"MLI","Mali","Association les Nouvelles Initiatives au Mali",NA,"ONG ANI-Mali",1996,"https://www.ani-mali.org/",NA,NA,NA,NA,"0",NA,NA,NA,NA,"0",NA,NA,NA,NA,"0",NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,"DK",NA,NA,NA,NA,"0",NA,"0",NA
1,10361,"MLI","Mali","Réseau d'Appui au Processus Electoral au Mali",NA,"APEM",1996,"www.reseauapem.org",NA,NA,NA,NA,"0",NA,NA,NA,NA,"1",NA,NA,NA,NA,"1",NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,"1",NA,"DK",NA
1,10362,"MRT","Mauritania","Mauritanian Centre for Monitoring Elections","المركز الموريتاني لمراقبة الانتخابات",NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,"0","0",NA,NA,NA,"0",NA,"0",NA,NA,"0","0",NA,"0",NA,NA,NA,"0","0",NA,NA,NA,"0","0",NA,NA
1,10363,"MRT","Mauritania","Mauritanian Intellectuals Club for Democracy and Development","نادي المثقفين الموريتانيين للديمقراطية والتنمية","CMIDD",2008,NA,NA,NA,NA,NA,"0",NA,NA,NA,"0","0",NA,NA,NA,"0",NA,"0",NA,NA,"0","0",NA,"1",NA,NA,NA,"1","1",NA,NA,NA,"0","0",NA,NA
1,10364,"MRT","Mauritania","Réseau Mauritanien pour l'Observation des Élections","شبكة رقيب الموريتانية لمراقبة الانتخابات","RAKIB",2013,"http://rakibmauritanie.webs.com/","https://www.facebook.com/R%C3%A9seau-Mauritanien-Pour-Lobservation-Des-Elections-rakib-533401980089749/",NA,NA,NA,"0",NA,NA,NA,"0","0",NA,NA,NA,"0",NA,"0",NA,NA,"0","0",NA,"0",NA,NA,NA,"1","0",NA,NA,NA,"0","0",NA,NA
1,10365,"MUS","Mauritius","Mauritius Council of Social Service",NA,"MACOSS",1965,"http://www.macoss.mu/","https://www.facebook.com/groups/153604548025446/","https://twitter.com/MACOSSMU/",NA,"DK",NA,NA,NA,"DK",NA,NA,NA,NA,"DK",NA,NA,NA,NA,"DK",NA,NA,NA,NA,"1",NA,NA,NA,"0",NA,NA,NA,NA,"1",NA,NA
1,10368,"MEX","Mexico","Alianza Cívica",NA,"AC",1994,"http://www.alianzacivica.org.mx/","https://www.facebook.com/profile.php?id=100068053051279","https://twitter.com/alianzacivica",NA,"0",NA,NA,"1",NA,NA,"1",NA,NA,"1",NA,NA,"1",NA,NA,"1",NA,NA,"1",NA,NA,"1",NA,NA,"DK",NA,NA,"1",NA,NA,"1"
1,10427,"MEX","Mexico","Organización Fuerza Ciudadana",NA,NA,2005,"http://www.fuerzaciudadana.org.mx/","https://www.facebook.com/OFCAC/?ref=br_rs","https://twitter.com/fzaciudadanaac",NA,"0",NA,NA,"0",NA,NA,"0",NA,NA,"0",NA,NA,"0",NA,NA,"DK",NA,NA,"1",NA,NA,"1",NA,NA,"1",NA,NA,"1",NA,NA,"1"
1,10439,"MEX","Mexico","Tendiendo Puentes",NA,NA,2003,"http://tendiendopuentes.org.mx/","https://www.facebook.com/profile.php?id=100071907673713","https://twitter.com/TPUAC",NA,"0",NA,NA,"0",NA,NA,"0",NA,NA,"0",NA,NA,"DK",NA,NA,"1",NA,NA,"1",NA,NA,"1",NA,NA,"1",NA,NA,"1",NA,NA,"1"
1,10444,"MDA","Moldova","Association Promo-LEX","Asociația Promo-LEX","Promo-LEX",2002,"http://www.promolex.md","https://www.facebook.com/Promo.lex.md","https://twitter.com/promolex","0","0",NA,NA,"0",NA,"0",NA,"0",NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"1","1",NA,NA,NA,"1",NA,"1",NA,NA,"1","1","1"
1,10445,"MDA","Moldova","Helsinki Committee for Human Rights in Moldova","Comitetul Helsinki pentru Drepturile Omului din Moldova","CHDOM",1992,"http://www.humanrights.md/","https://m.facebook.com/p/Comitetul-Helsinki-pentru-Drepturile-Omului-din-Republica-Moldova-100079830849879/",NA,"0","0",NA,NA,"0",NA,"0",NA,"0",NA,NA,"0",NA,NA,NA,"1",NA,NA,NA,"1","1",NA,NA,NA,"DK",NA,"DK",NA,NA,"DK","DK","DK"
1,10446,"MDA","Moldova","League for Defence of Human Rights of Moldova","Liga Apărării Drepturilor Omului din Moldova","LADO",1998,"www.lado.ngo.md",NA,NA,"0","0",NA,NA,"0",NA,"0",NA,NA,NA,NA,"1",NA,NA,NA,"1",NA,NA,NA,"1","DK",NA,NA,NA,"DK",NA,"DK",NA,NA,"DK","DK","DK"
1,10448,"MNG","Mongolia","Open Society Forum",NA,"OSF",2004,"http://forum.mn/","https://www.facebook.com/OpenSocietyForum","https://twitter.com/ForumOS","0",NA,"0","0",NA,NA,"0","0",NA,NA,"0","0",NA,NA,"1","1",NA,NA,"1","1",NA,NA,"1","1",NA,NA,"1","1",NA,NA,"1","1"
1,10449,"MNG","Mongolia","Women for Social Progress - Voter Education Centre",NA,"WSP",1992,"http://www.wsp.mn/","https://www.facebook.com/WomenforSocialProgress",NA,"0",NA,"DK","1",NA,NA,"DK","1",NA,NA,"1","DK",NA,NA,"1","DK",NA,NA,"1","1",NA,NA,"1","1",NA,NA,"DK","DK",NA,NA,"1","DK"
1,10451,"MNE","Montenegro","Center for Democracy and Human Rights",NA,"CEDEM",1997,"http://www.cedem.me/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,"0","0","0",NA,NA,"1",NA,"DK","1",NA,NA,"DK","DK",NA,NA,"1",NA,"1",NA,"0",NA
1,10452,"MNE","Montenegro","Center for Democratic Transition",NA,"CDT",2000,"http://www.cdtmn.org/","https://www.facebook.com/CentarZaDemokratskuTranzicijuCDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,"1","1","1",NA,NA,"1",NA,"1","1",NA,NA,"1","1",NA,NA,"1",NA,"1",NA,"1",NA
1,10454,"MNE","Montenegro","Network for Affirmation of NGO Sector",NA,"MANS",2000,"http://www.mans.co.me/","https://www.facebook.com/nvo.mans",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,"0","0","0",NA,NA,"DK",NA,"DK","DK",NA,NA,"DK","1",NA,NA,"1",NA,"1",NA,"1",NA
1,10455,"MNE","Montenegro","The Monitoring Center","Centar za monitoring i istraživanje","CEMI",2000,"http://www.cemi.org.me","https://www.facebook.com/pages/Centar-za-monitoring-i-istra%C5%BEivanje-CEMI/421528787908380","https://twitter.com/CeMI_ME",NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,"1","1","1",NA,NA,"1",NA,"1","1",NA,NA,"1","1",NA,NA,"1",NA,"1",NA,"1",NA
1,10456,"MAR","Morocco","Association de Coopération pour le Développement et la Culture","جمعية التعاون للتنمية والثقافة","ACODEC",1999,"http://www.acodec.org/","https://www.facebook.com/profile.php?id=100068059932867&mibextid=ZbWKwL",NA,NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,NA,"0",NA,NA,NA,NA,"0",NA,NA,NA,"1",NA,NA,NA,NA,"1",NA,NA,NA,NA,"1"
1,10457,"MAR","Morocco","Association Tanmia",NA,NA,2004,"http://www.tanmia.ma/","https://www.facebook.com/tanmia.ma","https://twitter.com/AssTanmia",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,NA,"0",NA,NA,NA,NA,"DK",NA,NA,NA,"0",NA,NA,NA,NA,"0",NA,NA,NA,NA,"0"
1,10458,"MAR","Morocco","Collectif Associatif pour l'Observation des Elections","النسيج الجمعوي لرصد الانتخابات","CAOE",2002,"http://www.observatoireelectionsmaroc.net/","https://www.facebook.com/observatoiremaroc",NA,NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,NA,"1",NA,NA,NA,NA,"1",NA,NA,NA,"1",NA,NA,NA,NA,"1",NA,NA,NA,NA,"1"
1,10459,"MAR","Morocco","L'Association Marocaine des Droits de l'Homme",NA,"AMDH",1979,"http://www.amdh.org.ma/","https://www.facebook.com/AMDH.org.ma","https://twitter.com/amdhmaroc",NA,NA,NA,"DK",NA,NA,NA,"DK",NA,NA,NA,NA,"DK",NA,NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,NA,"1",NA,NA,NA,NA,"0"
1,10460,"MAR","Morocco","National Observatory for Human Voter","المرصد الوطني لحقوق الناخب",NA,2009,"http://www.almarsad.ma/","https://www.facebook.com/onpde.org/",NA,NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,NA,"0",NA,NA,NA,NA,"0",NA,NA,NA,"DK",NA,NA,NA,NA,"1",NA,NA,NA,NA,"1"
1,10461,"MAR","Morocco","Observatoire de l' Action Parlementaire Marocaine","مرصد العمل البرلماني المغربي","OAMP",2014,"https://obserparlement.wordpress.com/","https://www.facebook.com/Obserparlement",NA,NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,NA,"0",NA,NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,NA,"0",NA,NA,NA,NA,"0"
1,10464,"MOZ","Mozambique","Observatório Eleitoral","Observatório Eleitoral","OE",2003,"http://www.oeleitoral.org.mz/","https://www.facebook.com/oeleitoral",NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,"0",NA,NA,NA,NA,"1",NA,NA,NA,NA,"1",NA,NA,NA,NA,"1",NA,NA,NA,NA,"DK",NA,NA
1,10465,"MOZ","Mozambique","Forum de Educação Cívica",NA,"FECIV",1999,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,"1",NA,NA,NA,NA,"1",NA,NA,NA,NA,"1",NA,NA,NA,NA,"1",NA,NA,NA,NA,"0",NA,NA
1,10484,"MMR","Myanmar","Myanmar ICT for Development Organization",NA,"MIDO",2012,"http://myanmarido.org/","https://www.facebook.com/Myanmarido/","https://twitter.com/myanmarido","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,"0",NA,NA,"1",NA,NA,NA,NA,"1",NA
1,10485,"MMR","Myanmar","Myanmar Network Organization for Free and Fair Elections",NA,"MYNFREL",2010,"http://mynfrel.blogspot.com/","https://www.facebook.com/Myanmar-Network-for-Free-and-Fair-Elections-mynfrel-302226049927187/",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,"0",NA,NA,"1",NA,NA,NA,NA,"1",NA
1,10488,"MMR","Myanmar","New Mynamar Foundation",NA,NA,2013,"http://newmyanmarfoundation.org/","https://www.facebook.com/new.myanmar.foundation/?fref=photo","https://twitter.com/newmyanmarfound","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,"1",NA,NA,"1",NA,NA,NA,NA,"1",NA
1,10490,"MMR","Myanmar","Pandita Development Institute",NA,NA,2011,"http://www.pandita.asia/","https://www.facebook.com/PanditaDevelopmentInstitute/","https://twitter.com/pdi_org","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,"1",NA,NA,"1",NA,NA,NA,NA,"0",NA
1,10491,"MMR","Myanmar","People's Alliance for Credible Elections",NA,"PACE",2013,"http://pacemyanmar.org/","https://www.facebook.com/PACEMyanmar/timeline",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,"1",NA,NA,"1",NA,NA,NA,NA,"1",NA
1,10498,"MMR","Myanmar","Yangon School of Political Science",NA,"YSPS",2011,"https://www.ysps-ac.org/","https://www.facebook.com/Yangon-School-of-Political-Science-332409810154072",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,"1",NA,NA,"DK",NA,NA,NA,NA,"0",NA
1,10500,"NAM","Namibia","Namibia Non-Governmental Forum",NA,"NANGOF",2007,"http://www.nangoftrust.org.na/","https://www.facebook.com/nangoforumtrust/info/?tab=page_info",NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,"0",NA,NA,NA,NA,"0",NA,NA,NA,NA,"1",NA,NA,NA,NA,"1",NA,NA,NA,NA,"0",NA,NA
1,10502,"NPL","Nepal","Alliance for Election Observation Nepal",NA,"AEON",2013,NA,NA,NA,NA,"0",NA,NA,"0",NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,"DK",NA,NA,NA,"DK",NA,NA,NA,NA
1,10503,"NPL","Nepal","Centre for Security and Justice Studies",NA,"CSJS",2006,"http://csjs.org.np/","https://www.facebook.com/csjs.org.np/","https://twitter.com/csjsOrg/",NA,"0",NA,NA,"0",NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,"DK",NA,NA,NA,NA,"DK",NA,NA,NA,"DK",NA,NA,NA,NA
1,10506,"NPL","Nepal","Constituent Assembly Election Observation Joint Forum",NA,"CAEOF",NA,NA,NA,NA,NA,"DK",NA,NA,"DK",NA,NA,NA,NA,"DK",NA,NA,NA,NA,NA,NA,NA,NA,"DK",NA,NA,NA,NA,"DK",NA,NA,NA,"DK",NA,NA,NA,NA
1,10507,"NPL","Nepal","Democracy and Election Watch",NA,"DEW",2013,"http://www.dewnepal.org.np/","https://www.facebook.com/dew.nepal","https://twitter.com/dewnepal",NA,"0",NA,NA,"0",NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,"1",NA,NA,NA,"DK",NA,NA,NA,NA
1,10510,"NPL","Nepal","Forum for Protection of Public Interest",NA,"Pro Public",1991,"http://www.propublic.org/","https://www.facebook.com/Forum-for-Protection-of-Public-Interest-Pro-Public-1642804209301449/",NA,NA,"DK",NA,NA,"DK",NA,NA,NA,NA,"DK",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,"1",NA,NA,NA,"DK",NA,NA,NA,NA
1,10511,"NPL","Nepal","General Election Observation Committee",NA,"GEOC",1990,"http://nepallawsociety.org/AboutGEOC.php",NA,NA,NA,"0",NA,NA,"0",NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,"1",NA,NA,NA,"1",NA,NA,NA,NA
1,10512,"NPL","Nepal","GoGo Foundation",NA,NA,2008,"http://www.gogofoundation.org/","https://www.facebook.com/Good-Governance-Foundation-GGF-124124054273826/",NA,NA,"0",NA,NA,"0",NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,"0",NA,NA,NA,"DK",NA,NA,NA,NA
1,10514,"NPL","Nepal","National Election Monitoring Alliance",NA,"NEMA",2006,NA,NA,NA,NA,"0",NA,NA,"0",NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,"DK",NA,NA,NA,"DK",NA,NA,NA,NA
1,10515,"NPL","Nepal","National Election Observation Committee","नियोक निर्वाचन","NEOC",1990,"http://www.neocelection.org/","https://www.facebook.com/neoc.nepali",NA,NA,"DK",NA,NA,"DK",NA,NA,NA,NA,"DK",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,"1",NA,NA,NA,"1",NA,NA,NA,NA
1,10520,"NIC","Nicaragua","Ética y Transparencia","Ética y Transparencia",NA,1996,"http://www.eyt.org.ni/","https://www.facebook.com/eticaytransparencia/",NA,"0",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,"1",NA,NA,NA,NA,"1",NA,NA,NA,NA,"1",NA,NA,NA,NA,"0",NA,NA,NA,NA,"0"
1,10523,"NER","Niger","Association Nigérienne pour la Défense des droits de l’Homme",NA,"ANDDH",1991,"http://anddh-niger.org/",NA,NA,NA,NA,NA,"DK",NA,"DK","DK",NA,NA,"DK",NA,NA,NA,NA,"DK",NA,NA,NA,NA,"DK",NA,"1",NA,NA,NA,NA,"0",NA,NA,NA,"0","0"
1,10554,"NGA","Nigeria","Centre for Peacebuilding and Disaster Relief",NA,"CEPADR",2010,"http://cepadrnigeria.org/","https://www.facebook.com/CEPADR-Nigeria-752125771548921/","https://twitter.com/cepadr_nigeria",NA,NA,"0","0",NA,NA,NA,NA,"0","0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,"0",NA,NA
1,10566,"NGA","Nigeria","Civil Liberties Organisation",NA,"CLO",1995,"http://www.clo-ng.org/","https://www.facebook.com/pages/Civil-Liberties-Organisation-CLO/1382624415324862?fref=ts",NA,NA,NA,"0","0",NA,NA,NA,NA,"DK","DK",NA,NA,NA,"DK",NA,NA,NA,"1",NA,NA,NA,"DK",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA
1,10585,"NGA","Nigeria","Federation Of Muslim Women’s Associations In Nigeria",NA,"FOMWAN",1985,"http://www.fomwan.org/","https://www.facebook.com/FOMWAN",NA,NA,NA,"DK","DK",NA,NA,NA,NA,"DK","DK",NA,NA,NA,"1",NA,NA,NA,"1",NA,NA,NA,"1",NA,NA,NA,"0",NA,NA,NA,"1",NA,NA
1,10609,"NGA","Nigeria","Institute of Human Rights and Humanitarian Law",NA,"IHRHL",1988,"http://ihrhl-ng.org/",NA,NA,NA,NA,"DK","DK",NA,NA,NA,NA,"DK","DK",NA,NA,NA,"DK",NA,NA,NA,"1",NA,NA,NA,"1",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA
